1,81,43090.7,2594.22,-15270,-40110.3,2840.49,0
1,9000211,19602,690.586,-7161.28,-18212.4,887.806,0
1,227,23488.7,1903.63,-8108.75,-21897.9,1680.1,0
2,81,4592.32,-209.682,1053.6,2877.42,3414.06,3.72529e-09
2,-327,2793.25,-493.045,694.941,1955.23,1803.68,9.31323e-10
2,100323,1799.07,283.363,358.659,922.187,1475.57,0
2,81,4709.77,-747.141,1561.97,4297.08,847.998,3.72529e-09
2,-211,854.791,-111.583,541.135,637.112,139.57,1.16415e-10
2,211,3854.98,-635.558,1020.84,3659.97,139.57,0
2,81,37271,-5425.38,24840.4,26970,3907.15,0
2,423,32153.1,-4533.8,22122.1,22800.3,2006.7,0
2,223,5117.86,-891.58,2718.36,4169.62,788.874,3.72529e-09
3,81,2718.88,-6.24776,-441.398,-2149.33,1605.56,9.31323e-10
3,10113,2432.85,42.5084,-348.675,-1922.71,1448.65,9.31323e-10
3,-211,286.027,-48.7562,-92.7232,-226.621,139.57,0
3,81,8237.03,-7542,-2382.67,1351.78,1860.77,0
3,111,752.385,-706.567,-218.571,-29.2179,134.978,0
3,-100311,7484.64,-6835.43,-2164.1,1381,1645.08,0
3,81,33892.8,-32504.3,-8703.55,947.925,3942.79,-2.38419e-07
3,421,15177,-14421.5,-4326.94,-403.508,1864.84,2.98023e-08
3,30323,18715.8,-18082.8,-4376.61,1351.43,1520.83,5.96046e-08
4,81,11265,-9392.85,608.635,-5133.76,3456.59,0
4,-211,5579.42,-4961.78,1655.12,-1936.93,139.57,3.72529e-09
4,100113,5685.55,-4431.06,-1046.48,-3196.83,1173.17,-3.72529e-09
4,81,13087.4,3330.59,12177.7,914.023,3324.77,0
4,30113,5034.2,688.939,4701.67,1026.88,1307.05,0
4,20213,8053.19,2641.65,7476.08,-112.857,1403.95,-7.45058e-09
4,81,25335.9,5033.22,24528,3101.14,2309.31,0
4,-323,9310.97,2103.28,8907.49,1474.86,867.063,0
4,10223,16024.9,2929.94,15620.5,1626.28,1252.03,2.98023e-08
4,81,4615.75,1131.59,-4329.63,-624.467,942.864,0
4,111,1168.92,103.344,-1142.51,179.331,134.978,-2.32831e-10
4,-211,3446.83,1028.25,-3187.13,-803.799,139.57,0
4,81,3600.05,544.864,-3492.34,68.0389,680.041,0
4,211,681.839,285.998,-589.572,126.629,139.57,0
4,-211,2918.21,258.867,-2902.77,-58.5906,139.57,-1.86265e-09
4,81,27448.8,1708.5,-27164.4,2433.74,2585.86,1.19209e-07
4,-3212,21702.8,1557.2,-21502.9,2188.3,1192.64,0
4,2212,5745.94,151.299,-5661.48,245.44,938.272,0
5,81,4116.47,-1610.07,1185.81,-473.771,3566.85,-3.72529e-09
5,-100313,1637.47,-318.452,-751.988,-520.186,1320.54,0
5,-20213,2479,-1291.61,1937.8,46.4157,848.49,9.31323e-10
5,81,3410.11,1568.9,-1380.51,1898.94,1911.98,0
5,321,1066.2,725.675,-338.236,502.058,493.677,0
5,225,2343.91,843.22,-1042.28,1396.88,1321.09,0
5,81,40583.3,23786.5,-11324.3,30692.6,3307.09,-2.38419e-07
5,213,14136.8,8595.74,-2706.01,10866.9,742.143,-2.98023e-08
5,-20213,26446.5,15190.7,-8618.29,19825.7,1152.25,0
5,81,4973.15,-3056.03,1407.82,-2863.05,2283.38,-3.72529e-09
5,221,1970.4,-1201.2,1154.02,-898.921,547.51,0
5,10213,3002.74,-1854.83,253.793,-1964.13,1286.03,0
5,81,5854.72,-2512.35,1155.66,-4899.28,1620.92,0
5,-213,2906.4,-1219.59,1184.64,-2253.09,692.796,0
5,111,2948.32,-1292.76,-28.9853,-2646.19,134.978,-1.86265e-09
5,81,7012.83,-1924.2,2372.96,-6274.45,691.041,0
5,111,2255.68,-525.599,509.301,-2129.37,134.978,0
5,211,4757.15,-1398.6,1863.66,-4145.08,139.57,-3.72529e-09
5,81,25249.4,-16252.7,6582.57,-18081,1768.71,0
5,-211,17541.8,-11099.9,4282.78,-12889.7,139.57,-5.96046e-08
5,223,7707.61,-5152.81,2299.79,-5191.29,785.663,0
6,81,3433.22,571.352,1869.11,1349.92,2478.85,0
6,-10211,2127.16,263.697,1228.11,1038.52,1366.93,0
6,9000211,1306.06,307.655,641.004,311.405,1050.37,2.32831e-10
6,81,26922.7,15825.5,-9370.35,-19530.8,2264.7,-1.19209e-07
6,111,13630.3,8556.73,-4714.88,-9503.62,134.978,0
6,20223,13292.4,7268.77,-4655.47,-10027.2,1278.69,2.98023e-08
6,81,10109.8,-5740.15,5189.38,6238.73,1845.83,0
6,-211,7888.44,-4329.46,4072.46,5184.48,139.57,0
6,213,2221.35,-1410.68,1116.92,1054.25,765.115,0
6,81,32157.7,-19843.5,9486,23348.8,2280.64,1.19209e-07
6,211,12103.2,-8025,2633.62,8667.79,139.57,0
6,-211,20054.5,-11818.5,6852.38,14681,139.57,0
7,81,5032.61,-3390.86,-1903.77,-2446.18,2054.52,3.72529e-09
7,221,1471.19,-345.564,-837.392,-1021.75,547.51,0
7,-321,3561.42,-3045.3,-1066.38,-1424.43,493.677,-1.86265e-09
7,81,39752.2,-6520.01,-23680.1,-29103.1,11401.2,0
7,-10523,36820.6,-5301.64,-23664.3,-27109.6,5720.1,0
7,10325,2931.61,-1218.37,-15.846,-1993.5,1770.78,0
8,81,2525.81,622.786,80.3267,-1184.91,2140.42,-9.31323e-10
8,2212,1020.59,-22.6517,-292.629,-274.07,938.272,-1.16415e-10
8,-2212,1505.21,645.438,372.955,-910.84,938.272,0
9,81,20571,3725.18,-19301.4,5364.1,2823.4,0
9,10115,18761.1,3985.33,-17558.6,4975.33,1743.21,0
9,211,1809.88,-260.143,-1742.81,388.778,139.57,4.65661e-10
